community	medium	size	mip	mro
comm_19_0	complete	19	23	0.3137254901960784
comm_19_1	complete	19	26	0.29607451763140386
comm_19_10	complete	19	26	0.296070460704607
comm_19_11	complete	19	26	0.29980276134122286
comm_19_12	complete	19	22	0.3117845117845118
comm_19_13	complete	19	26	0.2986111111111111
comm_19_14	complete	19	26	0.28778467908902694
comm_19_15	complete	19	26	0.3103942652329749
comm_19_16	complete	19	26	0.2965194109772423
comm_19_17	complete	19	26	0.30677847658979734
comm_19_18	complete	19	25	0.2991967871485944
comm_19_19	complete	19	23	0.32376747608535683
comm_19_2	complete	19	27	0.3277428371767994
comm_19_20	complete	19	22	0.3218637992831542
comm_19_21	complete	19	24	0.3159041394335512
comm_19_22	complete	19	26	0.3165374677002584
comm_19_23	complete	19	25	0.3121345029239766
comm_19_24	complete	19	24	0.30026455026455023
comm_19_25	complete	19	20	0.30322580645161296
comm_19_26	complete	19	25	0.2903885480572597
comm_19_27	complete	19	22	0.30718954248366015
comm_19_28	complete	19	23	0.296070460704607
comm_19_29	complete	19	27	0.29954954954954954
comm_19_3	complete	19	26	0.2898550724637681
comm_19_30	complete	19	21	0.3114241001564945
comm_19_31	complete	19	23	0.2971729125575279
comm_19_32	complete	19	22	0.30219391365888176
comm_19_33	complete	19	26	0.3230452674897119
comm_19_34	complete	19	25	0.31481481481481477
comm_19_35	complete	19	26	0.2868686868686869
comm_19_36	complete	19	26	0.2948986722571628
comm_19_37	complete	19	24	0.33109619686800895
comm_19_38	complete	19	22	0.30111768573307035
comm_19_39	complete	19	23	0.3035230352303523
comm_19_4	complete	19	26	0.2938856015779093
comm_19_40	complete	19	26	0.3063773833004602
comm_19_41	complete	19	26	0.2958500669344043
comm_19_42	complete	19	26	0.3087159015302728
comm_19_43	complete	19	23	0.2905982905982906
comm_19_44	complete	19	24	0.3043170559094126
comm_19_45	complete	19	25	0.3087934560327198
comm_19_46	complete	19	23	0.296969696969697
comm_19_47	complete	19	26	0.2953929539295393
comm_19_48	complete	19	27	0.2925706771860618
comm_19_49	complete	19	26	0.301490514905149
comm_19_5	complete	19	26	0.29828042328042326
comm_19_6	complete	19	25	0.3017832647462277
comm_19_7	complete	19	26	0.28357191547375593
comm_19_8	complete	19	22	0.30703484549638393
comm_19_9	complete	19	24	0.3105224429727741
