community	medium	key1	key2	data
comm_9_600	complete	mip	ni	3mb,arg__L,asn__L,bz,bzal,cit,csn,dextrin,dxyl,glyc,ile__L,met__L,nmn,no3,o2,so4,thr__L,thym,tol,uaagmda
comm_9_600	complete	mip	i	dextrin,dxyl,met__L,nmn,no3,o2,so4,thym,tol
comm_9_600	complete	mro	community	bzal,dextrin,dxyl,met__L,nh4,nmn,no,o2,so4,thym
comm_9_600	complete	mro	Acidovorax_konjaci_DSM_7481	ala__L,bzal,o2,so4
comm_9_600	complete	mro	Aquincola_tertiaricarbonis_MIMtkpLc11	ala__D,nmn,o2,so4
comm_9_600	complete	mro	Bacillus_mycoides_ATCC_6462	glyclt,o2,so4,uaagmda
comm_9_600	complete	mro	Bradyrhizobium_erythrophlei_GAS401	bz,cit,nh4,nmn,o2,so4
comm_9_600	complete	mro	Bradyrhizobium_neotropicale_BR_10247	dxyl,glyc3p,nh4,o2,so4,thym
comm_9_600	complete	mro	Hyalangium_minutum_DSM_14724	cit,ile__L,leu__L,no,o2,so4,thr__L
comm_9_600	complete	mro	Nitrospira_japonica	bz,cit,met__L,nh4,o2,so4
comm_9_600	complete	mro	Rhizobacter_gummiphilus_NS21	acald,nh4,o2,so4
comm_9_600	complete	mro	Xylophilus_ampelinus_CCH5_B3	arg__L,asn__L,bz,o2,pnto__R,so4
comm_9_601	complete	mip	ni	3mb,arg__L,asn__L,bz,chols,cit,csn,dxyl,glcn,glyald,glyc,glyc3p,ile__L,met__L,nmn,no3,o2,so4,thm,thr__L,thym,tol,uaagmda
comm_9_601	complete	mip	i	chols,dxyl,glyald,glyc,glyc3p,met__L,nmn,no3,o2,so4,thm,thym,tol
comm_9_601	complete	mro	community	chols,dextrin,dxyl,met__L,nmn,no3,o2,so4,thm,thym,tol
comm_9_601	complete	mro	Aquincola_tertiaricarbonis_MIMtkpLc11	ala__D,nmn,o2,so4
comm_9_601	complete	mro	Bacillus_mycoides_ATCC_6462	glyclt,o2,so4,uaagmda
comm_9_601	complete	mro	Bradyrhizobium_erythrophlei_GAS401	bz,cit,h2s,nh4,nmn,o2,so4
comm_9_601	complete	mro	Bradyrhizobium_neotropicale_BR_10247	dxyl,glyc3p,nh4,o2,so4,thym
comm_9_601	complete	mro	Hyalangium_minutum_DSM_14724	cit,ile__L,leu__L,o2,so4,thr__L
comm_9_601	complete	mro	Niabella_soli_DSM_19437_JS13_8_DSM_19437	asn__L,chols,cit,no3,o2,rib__D,thm
comm_9_601	complete	mro	Nitrospira_japonica	cit,met__L,nh4,o2,so4,tol
comm_9_601	complete	mro	Rhizobacter_gummiphilus_NS21	acald,h2s,nh4,o2,so4
comm_9_601	complete	mro	Xylophilus_ampelinus_CCH5_B3	arg__L,asn__L,bz,glyc3p,o2,pnto__R,so4
comm_9_602	complete	mip	ni	ala_B,asn__L,bz,bzal,bzalc,chols,cit,dxyl,fru,lys__L,nh4,o2,so4,thm,thym,tre
comm_9_602	complete	mip	i	ala_B,asn__L,chols,dxyl,o2,so4,thm,thym,tre
