community	medium	key1	key2	data
comm_11_200	complete	mip	ni	3mb,acald,ala_B,asn__L,bz,cit,dxyl,fru,glc__D,glu__D,ile__L,met__L,no,no3,o2,ribflv,so4,thm,thr__L,thym,uaagmda
comm_11_200	complete	mip	i	asn__L,dxyl,glc__D,glu__D,met__L,no3,o2,ribflv,so4,thm,thr__L,thym
comm_11_200	complete	mro	community	23camp,acald,dxyl,glu__D,glyald,no3,o2,ribflv,so4,thm,thr__L,thym
comm_11_200	complete	mro	Acidovorax_soli_DSM_25157	cit,nh4,o2,so4
comm_11_200	complete	mro	Bacillus_mycoides_ATCC_6462	glyclt,o2,so4,uaagmda
comm_11_200	complete	mro	Bradyrhizobium_neotropicale_BR_10247	dxyl,nh4,pyr,so4,thym
comm_11_200	complete	mro	Dactylosporangium_aurantiacum_NRRL_B_8018	acald,glu__D,o2,so4,urea
comm_11_200	complete	mro	Devosia_insulae_DS_56	23camp,asn__L,dxyl,o2,ribflv,so4,thm
comm_11_200	complete	mro	Hyalangium_minutum_DSM_14724	cit,ile__L,leu__L,o2,so4,thr__L
comm_11_200	complete	mro	Massilia_timonae_NEU	nh4,o2,pnto__R,pyr,so4
comm_11_200	complete	mro	Methylibium_petroleiphilum_PM1	g3pe,glyc,o2,so4
comm_11_200	complete	mro	Phenylobacterium_immobile_ATCC_35973_strain_E	cit,o2,ser__D,so4
comm_11_200	complete	mro	Pseudomonas_fluorescens_F113	meoh,nh4,o2,so4
comm_11_200	complete	mro	Pseudorhodoplanes_sinuspersici_RIPI110	cit,nh4,o2,so4
comm_11_201	complete	mip	ni	3mb,4abz,adn,ala_B,arg__L,asn__L,bz,bzal,bzalc,cellb,cit,csn,dxyl,glyc,ile__L,no3,o2,so4,thm,thr__L,thym,xyl__D
comm_11_201	complete	mip	i	3mb,adn,asn__L,dxyl,glyc,ile__L,no3,o2,so4,thm,thr__L,thym,xyl__D
comm_11_201	complete	mro	community	3mb,amp,asn__L,dxyl,fru,ile__L,no2,o2,so4,thm,thr__L,thym
comm_11_201	complete	mro	Acidovorax_konjaci_DSM_7481	o2,ser__D,so4
comm_11_201	complete	mro	Bradyrhizobium_neotropicale_BR_10247	dxyl,glyclt,o2,so4,thym
comm_11_201	complete	mro	Hyalangium_minutum_DSM_14724	3mb,cit,ile__L,o2,so4,thr__L
comm_11_201	complete	mro	Lacunisphaera_limnophila_IG16b	4abz,cit,glyc,nh4,o2,so4,thm,thym
comm_11_201	complete	mro	Massilia_timonae_NEU	amp,o2,pnto__R,so4
comm_11_201	complete	mro	Parafilimonas_terrae_DSM_28286	cit,no2,o2,so4,thm
