community	medium	key1	key2	data
comm_11_450	complete	mip	ni	3mb,acald,ala_B,asn__L,bz,cit,dxyl,fru,glu__D,ile__L,met__L,no,no2,no3,o2,ribflv,sbt__D,so4,thm,thr__L
comm_11_450	complete	mip	i	cit,dxyl,fru,glu__D,met__L,no,no3,o2,ribflv,sbt__D,so4,thm
comm_11_450	complete	mro	community	cit,dxyl,glc__D,glu__D,man6p,met__L,no3,o2,ribflv,so4,thm
comm_11_450	complete	mro	Acidovorax_soli_DSM_25157	cit,nh4,o2,so4
comm_11_450	complete	mro	Arthrobacter_enclensis_NIO_1008	asn__L,cit,so4
comm_11_450	complete	mro	Dactylosporangium_aurantiacum_NRRL_B_8018	acald,glu__D,o2,so4,urea
comm_11_450	complete	mro	Devosia_insulae_DS_56	asn__L,dxyl,met__L,o2,ribflv,so4,thm
comm_11_450	complete	mro	Flavobacterium_succinicans_LMG_10402	cit,no2,so4
comm_11_450	complete	mro	Hyalangium_minutum_DSM_14724	cit,ile__L,leu__L,o2,so4,thr__L
comm_11_450	complete	mro	Massilia_timonae_NEU	ala__L,o2,pnto__R,so4
comm_11_450	complete	mro	Methylibium_petroleiphilum_PM1	glyc,nh4,o2,so4
comm_11_450	complete	mro	Nitrospira_japonica	cit,man6p,met__L,nh4,o2,so4
comm_11_450	complete	mro	Pseudonocardia_acaciae_DSM_45401	acald,no3,so4
comm_11_450	complete	mro	Pseudorhodoplanes_sinuspersici_RIPI110	cit,nh4,o2,so4
comm_11_451	complete	mip	ni	5mtr,acald,adn,arg__L,asn__L,bz,cit,csn,dxyl,fru,leu__L,met__L,no2,o2,ribflv,so4,thm,thr__L,tmao,val__L,xylu__L
comm_11_451	complete	mip	i	asn__L,cit,dxyl,fru,o2,ribflv,so4,thm,tmao,xylu__L
comm_11_451	complete	mro	community	asn__L,cit,dxyl,g1p,no3,o2,ribflv,so4,thm,tmao
comm_11_451	complete	mro	Chthoniobacter_flavus_Ellin428	5mtr,nh4,o2,so4,xtsn
comm_11_451	complete	mro	Devosia_insulae_DS_56	asn__L,dxyl,glyc3p,met__L,o2,ribflv,so4,thm
comm_11_451	complete	mro	Lysobacter_dokdonensis_DS_58	cit,leu__L,man6p,o2,so4,thr__L,tmao,val__L
comm_11_451	complete	mro	Methylibium_petroleiphilum_PM1	acald,nh4,o2,so4
comm_11_451	complete	mro	Mycobacterium_moriokaense_CIP105393	cit,glyald,nh4,o2,so4
comm_11_451	complete	mro	Pseudomonas_fluorescens_F113	acald,nh4,o2,so4
