community	medium	key1	key2	data
comm_39_500	complete	mip	ni	26dap__M,3mb,3oxoadp,4abz,4hbald,4hbz,4hthr,ade,ala_B,ala__D,arab__D,arg__L,asn__L,asp__L,bz,bzalc,cgly,chols,chor,cit,cyst__L,cytd,dmso,dxyl,fe3dcit,fol,fru,g3pe,galt,glc__D,gln__L,glu__L,glyald,gua,his__L,id3acald,ile__L,leu__L,lys__L,met__L,metsox_S__L,nac,nh4,nmn,no2,no3,o2,orn,orot,pac,phe__L,pnto__R,pro__L,pser__L,ptrc,pydxn,quin,rib__D,ribflv,ser__L,skm,so4,tartr__L,thm,thr__L,thym,thymd,tre,trp__L,tyr__L,tyrp,uaagmda,udcpp,val__L
comm_39_500	complete	mip	i	26dap__M,3mb,4hbald,4hthr,ala_B,arab__D,asn__L,bzalc,cgly,chols,chor,cyst__L,cytd,dmso,dxyl,fe3dcit,fru,galt,gln__L,glyald,met__L,metsox_S__L,nac,nmn,no3,o2,ribflv,so4,tartr__L,thm,tre,tyrp
comm_39_500	complete	mro	community	26dap__M,3mb,4hbald,ala_B,asn__L,bzalc,cellb,cgly,chols,chor,cyst__L,dmso,dxyl,fe3dcit,fru,galt,gam,gln__L,met__L,metsox_S__L,nac,nmn,no3,o2,ribflv,so4,starch,tartr__L,thm,tyrp
comm_39_500	complete	mro	Levyella_massiliensis_9403326	26dap__M,arg__L,chor,gmp,his__L,ile__L,indole,leu__L,lys__L,met__L,nmn,o2,phe__L,pnto__R,ribflv,so4,val__L
comm_39_500	complete	mro	Clostridium_novyi_NT	glyc3p,leu__L,nh4,no3,o2,so4,trp__L
comm_39_500	complete	mro	Lactonifactor_longoviformis_DSM_17459	cit,fru,nh4,nmn,o2,so4
comm_39_500	complete	mro	Isobaculum_melis_DSM_13760	arg__L,asn__L,chols,cit,his__L,id3acald,leu__L,man1p,met__L,nmn,o2,pnto__R,quin,ribflv
comm_39_500	complete	mro	Geodermatophilus_nigrescens_DSM_45408	gln__L,glyald,o2,so4
comm_39_500	complete	mro	Hoeflea_olei_JC234	dxyl,glyc,nh4,o2,so4
comm_39_500	complete	mro	Moraxella_macacae_0408225	asn__L,cit,no3,o2,rnam,so4
comm_39_500	complete	mro	Marivita_cryptomonadis_CL_SK44	ala__D,chols,cit,nmn,o2
comm_39_500	complete	mro	Lactobacillus_kullabergensis_Biut2	akg,arg__L,cgly,chols,cit,cytd,fol,for,glc__D,his__L,hxan,ile__L,leu__L,met__L,o2,phe__L,pnto__R,pro__L,thr__L,trp__L,tyr__L,udcpp
comm_39_500	complete	mro	Shuttleworthia_satelles_DSM_14600	4abz,acald,asp__L,nmn,o2,ribflv,so4,trp__L
