community	medium	key1	key2	data
comm_24_150	complete	mip	ni	26dap__M,3hoxpac,3mb,4abz,4hphac,ala_B,amp,arg__L,asn__L,aso4,asp__L,bz,chols,cit,csn,cyst__L,dha,dxyl,fru,galt,glc__D,gln__L,glu__D,glu__L,glyc3p,gua,h2s,his__L,ile__L,lys__L,met__L,nac,no3,o2,omclr,phe__L,pnto__R,pro__L,progly,ribflv,so3,so4,thm,thr__L,uaagmda,val__L
comm_24_150	complete	mip	i	3hoxpac,4hphac,ala_B,amp,aso4,chols,cyst__L,dxyl,fru,galt,glc__D,gln__L,glu__D,met__L,nac,no3,o2,omclr,progly,ribflv,so3,so4,thm
comm_24_150	complete	mro	community	3hoxpac,4hphac,ala_B,amp,aso4,chols,cyst__L,dextrin,dxyl,fru,gln__L,glu__D,met__L,nac,no3,o2,omclr,progly,ribflv,so3,so4,thm
comm_24_150	complete	mro	Clostridium_bolteae_90A9	4abz,glyald,nh4,o2,so4
comm_24_150	complete	mro	Corynebacterium_simulans_PES1	ala_B,cit,gln__L,gua,nac,no3,o2,so4
comm_24_150	complete	mro	Pseudomonas_saudiphocaensis_20_BN	g3pe,o2,so4
comm_24_150	complete	mro	Nocardiopsis_halotolerans_DSM_44410	arg__L,asn__L,gln__L,no3,so4
comm_24_150	complete	mro	Pseudoalteromonas_byunsanensis_JCM_12483	cit,nh4,o2,so4
comm_24_150	complete	mro	Colwellia_marinimaniae_MTCD1	cit,nh4,o2,so4
comm_24_150	complete	mro	Halomonas_utahensis_P_halo	man1p,nh4,o2,so4
comm_24_150	complete	mro	Snodgrassella_alvi_wkB2	asn__L,cit,o2,so4
comm_24_150	complete	mro	Nereida_ignava_CECT_5292	glyc,nac,no2,o2,so3,so4
comm_24_150	complete	mro	Streptomyces_caatingaensis_CMAA_1322	gly,met__L,o2,so4
comm_24_150	complete	mro	Bacillus_andreraoultii	glyc3p,o2,so4,uaagmda
comm_24_150	complete	mro	Rubrobacter_xylanophilus_DSM_9941	4hphac,adn,asn__L,dxyl,h2s,o2,omclr,so4
comm_24_150	complete	mro	Prevotella_pallens_ATCC_700821	arg__L,asn__L,cyst__L,his__L,ile__L,leu__L,lys__L,man1p,no2,phe__L,progly,so4,thr__L
comm_24_150	complete	mro	Altererythrobacter_namhicola_JCM_16345	ala_B,cit,nh4,o2,so4
comm_24_150	complete	mro	Nocardioides_psychrotolerans_CGMCC_1_11156	asn__L,cyst__L,dha,no3,o2,so4
comm_24_150	complete	mro	Ruminococcus_faecis_JCM_15917	4abz,amp,asp__L,glu__D,h2s,man1p,o2,phe__L,pro__L,ribflv,ura
comm_24_150	complete	mro	Bacillus_alkalitelluris_DSM_16976	o2,so4,uaagmda
comm_24_150	complete	mro	Lactobacillus_ginsenosidimutans_EMML_3041	ala_B,asp__L,chols,cit,glyc3p,ile__L,o2,phe__L,val__L
comm_24_150	complete	mro	Massilioclostridium_coli_Marseille_P2976	acald,glu__L,h2s,o2,pnto__R,ribflv
comm_24_150	complete	mro	Hyphomicrobium_denitrificans_ATCC_51888	ala_B,fru,nh4,o2,so4
comm_24_150	complete	mro	Dechloromonas_denitrificans_ATCC_BAA_841	frmd,o2,so4
comm_24_150	complete	mro	Deinococcus_murrayi_DSM_11303	4abz,LalaDgluMdap,amp,asn__L,aso4,o2,so4
comm_24_150	complete	mro	Mesonia_phycicola_DSM_21425	dha,no2,o2,so4
comm_24_150	complete	mro	Rhizobium_selenitireducens_ATCC_BAA_1503	asn__L,dha,o2,so4
comm_24_151	complete	mip	ni	3amp,3cmp,4abz,T4hcinnm,ala_B,arg__L,asn__L,asp__L,but,bz,cgly,cit,coa,ddca,dha,dxyl,fol,gln__L,glyc,gua,his__L,ile__L,leu__L,lys__L,met__L,nac,nmn,no2,no3,o2,phe__L,progly,ribflv,sbt__D,so4,tartr__L,thm,thr__L,thymd,tol,tre,trp__L,tyr__L,uaagmda,val__L
comm_24_151	complete	mip	i	3amp,3cmp,T4hcinnm,ala_B,ddca,dha,dxyl,fol,gln__L,met__L,nmn,no3,o2,progly,ribflv,so4,thm,tre
comm_24_151	complete	mro	community	23camp,3cmp,T4hcinnm,abt__L,ala_B,chor,ddca,dxyl,fru,galt,gln__L,met__L,nmn,no3,o2,progly,ribflv,so4,thm
comm_24_151	complete	mro	Kamptonema_formosum_PCC_6407	ade,arg__L,met__L,o2,pyr,so4,thymd
comm_24_151	complete	mro	Serinicoccus_chungangensis_CD08_5	arg__L,asn__L,gln__L,glyald,nmn,o2,so4
comm_24_151	complete	mro	Mycobacterium_flavescens_M6	cit,nh4,o2,so4
comm_24_151	complete	mro	Mycoplasma_californicum_ST_6	3amp,3cmp,ala__D,arg__L,asn__L,asp__L,cgly,coa,fol,gln__L,gua,h2s,his__L,ile__L,leu__L,lys__L,man1p,met__L,o2,phe__L,progly,ribflv,rnam,so4,thr__L,trp__L,uaagmda,val__L
comm_24_151	complete	mro	Acetobacter_indonesiensis_5H_1	cit,dxyl,nh4,o2,pyr,so4
comm_24_151	complete	mro	Pantoea_dispersa_EGD_AAK13	gly,o2,so4
comm_24_151	complete	mro	Altererythrobacter_ishigakiensis_NBRC_107699	ala_B,cit,nh4,o2,so4
comm_24_151	complete	mro	Actinobacillus_succinogenes_130Z	fum,nmn,o2,orn,so4,ura
comm_24_151	complete	mro	Paracoccus_isoporae_DSM_22220	ala_B,asn__L,dxyl,man6p,nmn,no2,o2,so4
comm_24_151	complete	mro	Bizionia_echini_DSM_23925	arg__L,ile__L,leu__L,no2,o2,so4,thr__L,val__L
comm_24_151	complete	mro	Ruminococcus_torques_ATCC_27756	4abz,arab__L,asp__L,cit,h2s,o2
comm_24_151	complete	mro	Halocynthiibacter_arcticus_PAMC_20958	asn__L,dha,dxyl,nh4,nmn,o2,so4
comm_24_151	complete	mro	Desulfovibrio_alcoholivorans_DSM_5433	ala_B,no2,o2,so4,thr__L
comm_24_151	complete	mro	Devosia_enhydra_ATCC_23634	cit,glyc,no2,o2,so4
comm_24_151	complete	mro	Pseudomonas_balearica_DSM_6083_DSM6083_SP1402	etoh,nh4,o2,so4
comm_24_151	complete	mro	Dysgonomonas_gadei_ATCC_BAA_286	cit,glyald,nh4,o2,so4
comm_24_151	complete	mro	Collinsella_tanakaei_YIT_12063	3cmp,asn__L,glyc,o2,ribflv,so4,trp__L
comm_24_151	complete	mro	Dechloromonas_aromatica_RCB	acald,nh4,o2,so4
comm_24_151	complete	mro	Yuhushiella_deserti_CGMCC_4_5579	glyald,nh4,so4
comm_24_151	complete	mro	Hyunsoonleella_jejuensis_DSM_21035	ala__D,cit,o2,so4,val__L
comm_24_151	complete	mro	Streptomonospora_alba_YIM_90003	asn__L,cit,gln__L,glyald,no3,so4
comm_24_151	complete	mro	Sneathia_amnii_SN35	3amp,3cmp,arg__L,cgly,chor,gln__L,his__L,ile__L,leu__L,lys__L,met__L,nmn,phe__L,pnto__R,progly,ribflv,so4,thr__L,trp__L,tyr__L,val__L
comm_24_151	complete	mro	Methylophaga_frappieri_JAM7	asn__L,glyc3p,nh4,o2,so4
comm_24_151	complete	mro	Chryseobacterium_antarcticum_LMG_24720	4abz,arg__L,ile__L,leu__L,no2,o2,pro__L,so4,thr__L,val__L
comm_24_152	complete	mip	ni	26dap__M,4abut,4abz,acald,ade,arg__L,asn__L,bz,cgly,cit,coa,cytd,dha,dxyl,etha,etoh,for,fru,galt,glc__D,gln__L,glyald,gua,his__L,indole,leu__L,lys__L,met__L,nh4,nmn,no2,no3,o2,phe__L,ppa,pro__L,progly,rib__D,ribflv,so4,thm,thr__L,thym,tyr__L,val__L
comm_24_152	complete	mip	i	26dap__M,asn__L,cit,coa,dxyl,fru,glc__D,gln__L,glyald,met__L,nmn,no2,no3,o2,progly,ribflv,so4,thm
comm_24_152	complete	mro	community	26dap__M,ala_B,arab__L,cit,dha,dxyl,fru,gln__L,glycogen,met__L,nmn,no2,no3,o2,progly,ribflv,so4,thm
comm_24_152	complete	mro	Micromonospora_cremea_DSM_45599	gln__L,met__L,o2,so4
comm_24_152	complete	mro	Martelella_endophytica_YC6887	acald,o2,so4,xan
comm_24_152	complete	mro	Methylobacter_luteus_IMV_B_3098	asp__L,met__L,o2,so4
comm_24_152	complete	mro	Streptomyces_aurantiacus_NRRL_ISP_5412	cit,met__L,nh4,so4
comm_24_152	complete	mro	Yersinia_ruckeri_Big_Creek_74	ala__D,o2,so4
comm_24_152	complete	mro	Pseudoalteromonas_byunsanensis_JCM_12483	cit,nh4,o2,so4
comm_24_152	complete	mro	Pseudomonas_sagittaria_JCM_18195	meoh,nh4,o2,so4
comm_24_152	complete	mro	Buchnera_aphidicola_str_Sg_Schizaphis_graminum	26dap__M,4abz,asn__L,coa,gln__L,ile__L,leu__L,met__L,nmn,o2,so4,tyr__L,xtsn
