community	medium	key1	key2	data
comm_15_900	complete	mip	ni	4abz,acald,acgam,acmum,ala_B,arg__L,asp__L,bz,cgly,cit,cmp,fol,glc__D,glu__L,glyald,gmp,h2s,his__L,id3acald,ile__L,indole,leu__L,lys__L,met__L,nac,nmn,no2,o2,phe__L,pnto__R,pro__L,progly,ribflv,ser__D,so4,tet,thm,thr__L,thym,thymd,trp__L,tyr__L,uaagmda,val__L
comm_15_900	complete	mip	i	acmum,ala_B,cit,cmp,glc__D,gmp,id3acald,met__L,nac,nmn,o2,progly,ribflv,so4,tet,thm,thymd
comm_15_900	complete	mro	community	acmum,ala_B,cit,cmp,glc__D,gmp,id3acald,met__L,nac,nmn,o2,progly,ribflv,so4,tet,thm,thymd
comm_15_900	complete	mro	Azohydromonas_australica_DSM_1124	acald,o2,so4,urea
comm_15_900	complete	mro	Prevotella_shahii_DSM_15611_JCM_12083	acmum,arg__L,asp__L,glc__D,his__L,ile__L,leu__L,o2,pro__L,so3,so4,thr__L,thym,trp__L,val__L
comm_15_900	complete	mro	Corynebacterium_massiliense_DSM_45435	ala_B,cit,cmp,gmp,h2s,his__L,nmn,o2,orn,phe__L,tyr__L,val__L
comm_15_900	complete	mro	Holdemanella_biformis_DSM_3989	arg__L,asp__L,cit,glyc,h2s,ile__L,indole,leu__L,lys__L,pnto__R,so4,ura,val__L
comm_15_900	complete	mro	Acetivibrio_ethanolgignens_ACET_33324	4abz,arg__L,glu__L,id3acald,nac,o2,ribflv,so4,thym
comm_15_900	complete	mro	Kitasatospora_mediocidica_KCTC_9733	gly,o2,so4
comm_15_900	complete	mro	Turneriella_parva_DSM_21527	cit,nh4,o2,so4,thymd
comm_15_900	complete	mro	Brevibacillus_panacihumi_W25	acald,ala__D,o2,so4
comm_15_900	complete	mro	Crossiella_equi_NRRL_B_24104	cit,o2,so4,tyr__L
comm_15_900	complete	mro	Bartonella_apis_BBC0122	glyald,nh4,nmn,o2,so4,thm,uaagmda
comm_15_900	complete	mro	Faecalicatena_fissicatena_KCTC_15010	4abz,cit,glcn,nh4,o2,ribflv,so4
comm_15_900	complete	mro	Listeria_grayi_DSM_20601	glyald,nh4,o2,so4,thm
comm_15_900	complete	mro	Streptobacillus_felis_131000547	anhgm,arg__L,cgly,fol,glu__L,his__L,id3acald,ile__L,leu__L,lys__L,met__L,nmn,phe__L,pnto__R,progly,pser__L,ribflv,so4,thm,thr__L,thymd,tyr__L,val__L
comm_15_900	complete	mro	Martelella_endophytica_YC6887	acald,ade,o2,so4,thm
comm_15_900	complete	mro	Shewanella_piezotolerans_WP3	ala__L,cit,o2,so4
comm_15_901	complete	mip	ni	26dap__M,2pglyc,4abut,4abz,arg__L,asn__L,asp__L,bz,cgly,chol,chols,chor,cit,dxyl,fru,glc__D,gln__L,glu__L,his__L,id3acald,ile__L,ins,leu__L,lys__L,met__L,nac,nmn,no3,o2,orn,phe__L,pnto__R,pydxn,ribflv,rnam,sbt__D,so4,thm,thr__L,trp__L,tyr__L,uaagmda,uri,val__L
comm_15_901	complete	mip	i	26dap__M,bz,cgly,chols,chor,cit,dxyl,glc__D,gln__L,ins,met__L,nac,nmn,o2,ribflv,sbt__D,so4,thm,uri
comm_15_901	complete	mro	community	26dap__M,adn,cgly,chols,cit,dxyl,glc__D,gln__L,met__L,nac,nmn,o2,phe__L,ribflv,sbt__D,so4,tartr__L,thm,tol
comm_15_901	complete	mro	Methyloceanibacter_methanicus_R_67174	adn,asn__L,his__L,o2,sbt__D,so4,tartr__L
comm_15_901	complete	mro	Halolactibacillus_alkaliphilus_CGMCC_1_6843	glyc,nh4,o2,so4,thm
comm_15_901	complete	mro	Thalassomonas_actiniarum_A5K_106	cit,nh4,o2,so4
comm_15_901	complete	mro	Haematobacter_massiliensis_CCUG_47968	4hthr,dxyl,nac,o2,so4,thm
comm_15_901	complete	mro	Legionella_nautarum_ATCC_49506	ade,glc__D,ile__L,leu__L,o2,orn,so4,val__L
comm_15_901	complete	mro	Streptomyces_azureus_ATCC_14921	cit,nh4,o2,so4
comm_15_901	complete	mro	Desulfotomaculum_aeronauticum_DSM_10349	glu__L,o2,so4,ura
comm_15_901	complete	mro	Lactobacillus_apinorum_Fhon13	26dap__M,arg__L,asp__L,cgly,fol,gln__L,glyald,his__L,id3acald,ile__L,leu__L,lys__L,met__L,nac,o2,orn,phe__L,pnto__R,pydxn,rib__D,ribflv,so4,thm,thr__L,tyr__L,val__L
comm_15_901	complete	mro	Albimonas_donghaensis_DSM_17890	asn__L,chols,g3pe,glyc,o2,rnam,thm
comm_15_901	complete	mro	Cnuella_takakiae_RG1_1	adn,akg,o2,so4
comm_15_901	complete	mro	Pediococcus_stilesii_DSM_18001	4abz,akg,cgly,chols,glc__D,his__L,leu__L,met__L,nmn,o2,orn,phe__L,pnto__R,thm,thr__L,trp__L,tyr__L,uaagmda,val__L
comm_15_901	complete	mro	Nitratireductor_aquibiodomus_NL21_JCM_21793	4abz,glyc3p,nh4,nmn,o2,rib__D,so4
comm_15_901	complete	mro	Moraxella_porci_DSM_25326_CCUG_54912	asn__L,nmn,o2,so4
comm_15_901	complete	mro	Haliscomenobacter_hydrossis_DSM_1100	dxyl,glc__D,h2s,nh4,o2,so4,thm
comm_15_901	complete	mro	Nocardiopsis_sinuspersici_UTMC102	asn__L,gln__L,glyald,so4,ura
comm_15_902	complete	mip	ni	4hba,ala_B,arg__L,asn__L,bz,bzal,cellb,cit,cmp,dtmp,dxyl,fol,fru,gln__L,glyc,glyc2p,h2s,his__L,id3acald,ile__L,leu__L,lys__L,meoh,metox__R,nmn,no3,o2,pnto__R,pro__L,progly,pydxn,ribflv,rnam,skm,so4,tartr__D,taur,thm,thr__L,thymd,uaagmda,val__L
comm_15_902	complete	mip	i	ala_B,cellb,cit,cmp,dtmp,dxyl,fru,gln__L,meoh,metox__R,nmn,no3,o2,progly,ribflv,so4,taur,thm
comm_15_902	complete	mro	community	ala_B,cit,cmp,dtmp,dxyl,gln__L,meoh,metox__R,nmn,no3,o2,progly,raffin,ribflv,so4,taur,thm
comm_15_902	complete	mro	Thalassobius_aestuarii_DSM_15283	dxyl,nmn,no3,o2,pyr,so4,thm
comm_15_902	complete	mro	Terracidiphilus_gabretensis_S55	cit,cytd,o2,pyr,skm,so4
comm_15_902	complete	mro	Albimonas_donghaensis_DSM_17890	asn__L,g3pe,glyc,o2,rnam,so4,thm
comm_15_902	complete	mro	Porphyrobacter_mercurialis_Coronado	asn__L,cit,cmp,glyclt,pnto__R,pydxn,so4
comm_15_902	complete	mro	Friedmanniella_sagamiharensis_DSM_21743	ala_B,asn__L,o2,pydxn,ribflv,so4
comm_15_902	complete	mro	Idiomarina_indica_CGMCC_1_10824	h2s,ile__L,leu__L,metox__R,o2,so4,thr__L,val__L
comm_15_902	complete	mro	Phaeobacter_porticola_P97	asn__L,glyc3p,nh4,o2,so4
comm_15_902	complete	mro	Shimia_haliotis_DSM_28453	asn__L,fru,nh4,nmn,no3,o2,so4
