community	medium	key1	key2	data
comm_13_850	complete	mip	ni	3mb,4abz,acgam,adn,arg__L,asn__L,asp__L,bz,cgly,cit,cyst__L,dxyl,galt,gln__L,glyb,his__L,hxan,ile__L,indole,leu__L,lys__L,nmn,no3,o2,phe__L,pnto__R,progly,pydxn,ribflv,sbt__D,so4,thm,thr__L,trp__L,tyr__L,uaagmda,val__L
comm_13_850	complete	mip	i	3mb,4abz,acgam,adn,cit,cyst__L,dxyl,gln__L,nmn,no3,o2,progly,pydxn,ribflv,sbt__D,so4,thm
comm_13_850	complete	mro	community	3mb,4abz,acgam,cit,cyst__L,dxyl,gln__L,lcts,nmn,no3,o2,progly,pydxn,ribflv,so4,thm
comm_13_850	complete	mro	Marinomonas_posidonica_IVIA_Po_181	asn__L,o2,so4
comm_13_850	complete	mro	Alloprevotella_rava_F0323	3mb,adn,arg__L,asn__L,glyc3p,his__L,ile__L,nmn,o2,progly,so4,thm,thr__L,trp__L,val__L
comm_13_850	complete	mro	Polaromonas_jejuensis_NBRC_106434	cit,nh4,o2,so4
comm_13_850	complete	mro	Lewinella_agarilytica_DSM_24740	cit,no2,o2,so4,thm
comm_13_850	complete	mro	Chryseobacterium_daeguense_DSM_19388	4abz,cit,ile__L,leu__L,no2,o2,so4,thr__L,val__L
comm_13_850	complete	mro	Fimbriimonas_ginsengisoli_Gsoil_348	arg__L,asn__L,cit,o2,so4,thm
comm_13_850	complete	mro	Tropicibacter_naphthalenivorans_DSM_19561	asn__L,dxyl,glyc3p,nh4,o2,so4,thm
comm_13_850	complete	mro	Ezakiella_massiliensis_Marseille_P2951	4abz,adn,arg__L,asp__L,cgly,cyst__L,his__L,ile__L,indole,leu__L,lys__L,nmn,no2,o2,pnto__R,progly,pydxn,ribflv,thm,thr__L,tyr__L,uaagmda,val__L
comm_13_850	complete	mro	Streptomyces_phaeochromogenes_NRRL_B_1248	glyc3p,nh4,o2,so4
comm_13_850	complete	mro	Arcobacter_anaerophilus_IR_1	asn__L,o2,pydxn,pyr,so4,tyr__L,val__L
comm_13_850	complete	mro	Prevotella_micans_DSM_21469_JCM_16134	3mb,acgam,ade,arg__L,asp__L,cyst__L,gln__L,his__L,lys__L,man1p,no2,o2,phe__L,progly,so4,thr__L,tyr__L,val__L
comm_13_850	complete	mro	Chromobacterium_subtsugae_PRAA4_1	cit,nh4,o2,so4
comm_13_850	complete	mro	Cnuibacter_physcomitrellae_XA_T	cit,nh4,o2,so4,thm,thym
comm_13_851	complete	mip	ni	2pglyc,acgam,adn,ala_B,asn__L,bz,bzal,bzalc,cit,coa,fru,gln__L,malt,nh4,nmn,no,no2,o2,phe__L,pydxn,ribflv,so4,succ,thm,tol,tre,trp__L,uaagmda
comm_13_851	complete	mip	i	acgam,ala_B,asn__L,cit,gln__L,nmn,no2,o2,phe__L,pydxn,ribflv,so4,thm,tre
comm_13_851	complete	mro	community	acgam,ala_B,asn__L,cit,gln__L,glyald,malt,nmn,no3,o2,phe__L,pydxn,ribflv,so4,thm
comm_13_851	complete	mro	Marivirga_tractuosa_DSM_4126	coa,glyald,nh4,no3,o2,so4,thm
comm_13_851	complete	mro	Novosphingobium_tardaugens_NBRC_16725	adn,ala_B,glyc,o2,pydxn,so4
comm_13_851	complete	mro	Nesterenkonia_jeotgali_CD08_7	asn__L,cit,nh4,o2,so4
comm_13_851	complete	mro	Agromyces_cerinus_subsp_cerinus_DSM_8595	asn__L,glyald,no3,o2,so4
comm_13_851	complete	mro	Clostridium_thermobutyricum_DSM_4928	acgam,glu__L,glyc3p,nmn,o2,ribflv,so4,trp__L
comm_13_851	complete	mro	Mycobacterium_fallax_DSM_44179	gln__L,o2,phe__L,so4
comm_13_851	complete	mro	Ferrovum_myxofaciens_P3G	glyc3p,nh4,o2,so4
comm_13_851	complete	mro	Brevibacillus_agri_5_2	o2,so4,uaagmda
comm_13_851	complete	mro	Lampropedia_hyalina_DSM_16112	acald,nh4,o2,so4
comm_13_851	complete	mro	Pelobacter_seleniigenes_DSM_18267	glyc3p,nh4,o2,so4
comm_13_851	complete	mro	Aquimarina_amphilecti_DSM_25232	gly,no2,o2,so4
comm_13_851	complete	mro	Lewinella_agarilytica_DSM_24740	cit,no2,o2,so4,thm
comm_13_851	complete	mro	Bacteroides_coprocola_DSM_17136	acgam,adn,o2,so4
comm_13_852	complete	mip	ni	3mb,ade,ala_B,ala__L,arg__L,asn__L,bz,chols,cit,drib,dtmp,dxyl,etoh,gln__L,glyc,h2s,his__L,id3acald,ile__L,leu__L,lys__L,met__L,ncam,nmn,no,no2,no3,o2,phe__L,pnto__R,rib__D,ribflv,rnam,so4,succ,thm,thr__L,tre,tyr__L,uaagmda,val__L
comm_13_852	complete	mip	i	3mb,ala_B,asn__L,chols,cit,drib,dtmp,dxyl,gln__L,glyc,met__L,ncam,nmn,no3,o2,ribflv,so4,thm,tre
comm_13_852	complete	mro	community	3mb,acald,ala_B,asn__L,chols,cit,drib,dtmp,dxyl,gln__L,met__L,ncam,nmn,no2,no3,o2,ribflv,so4,thm,tre
comm_13_852	complete	mro	Amantichitinum_ursilacus_IGB_41	amp,o2,so4
