community	medium	key1	key2	data
comm_35_400	complete	mip	ni	4hbald,acald,ade,ala_B,arg__L,asn__L,bz,cellb,chor,cit,dextrin,dmso,dxyl,for,fru,gln__L,glyald,glyc,h2s,his__L,ile__L,leu__L,lys__L,met__L,nac,ncam,nh4,nmn,no2,no3,o2,pnto__R,pro__L,pydxn,skm,so3,so4,thm,thr__L,thym,tre,trp__L,uaagmda,udcpp,val__L
comm_35_400	complete	mip	i	4hbald,ala_B,cellb,chor,dmso,dxyl,fru,gln__L,glyald,nac,ncam,nmn,no2,no3,o2,pydxn,so3,so4,thm,tre
comm_35_400	complete	mro	community	4hbald,ala_B,cellb,chor,dextrin,dmso,dxyl,fru,gln__L,glyald,nac,ncam,nmn,no2,no3,o2,pydxn,so3,so4,thm
comm_35_400	complete	mro	Gottschalkia_acidurici_9a	ade,glyald,h2s,no2,so4
comm_35_400	complete	mro	Streptomyces_scabrisporus_DSM_41855	glyald,nh4,o2,so4
comm_35_400	complete	mro	Rhodoferax_saidenbachensis_DSM_22694	agm,o2,so4
comm_35_400	complete	mro	Roseovarius_atlanticus_R12B	acald,ala__L,ncam,o2,so4
comm_35_400	complete	mro	Rosenbergiella_nectarea_8N4	met__L,nac,o2,ptrc,so4
comm_35_400	complete	mro	Mesorhizobium_alhagi_CCNWXJ12_2	cit,dxyl,no3,so4
comm_35_400	complete	mro	Burkholderia_cepacia_ATCC_25416_UCB_717	etha,o2,so4
comm_35_400	complete	mro	Ramlibacter_tataouinensis_TTB310	cit,glyc3p,nh4,o2,pnto__R,so4
comm_35_400	complete	mro	Aquamicrobium_defluvii_W13Z1	cit,dxyl,glc__D,nh4,o2,rib__D,so4
comm_35_400	complete	mro	Afifella_marina_DSM_2698	acald,nh4,o2,so4
comm_35_400	complete	mro	Streptococcus_caballi_DSM_19004	glc__D,nh4,nmn,pnto__R,so4
comm_35_400	complete	mro	Spirosoma_rigui_KCTC_12531	cit,glc__D,no2,o2,so4
comm_35_400	complete	mro	Bacillus_bogoriensis_ATCC_BAA_922	for,o2,so4,uaagmda
comm_35_400	complete	mro	Sphingomonas_soli_NBRC_100801	cit,nh4,o2,so4
comm_35_400	complete	mro	Flavobacterium_beibuense_F44_8	for,glyald,leu__L,no2,o2,pro__L,so4,thr__L,val__L
comm_35_400	complete	mro	Amycolatopsis_xylanica_CPCC_202699	cit,o2,so4,urea
comm_35_400	complete	mro	Mycobacterium_shimoidei_DSM_44152	cit,gln__L,so4
comm_35_400	complete	mro	Oceanobacillus_iheyensis_HTE831	glc__D,glyc3p,nh4,nmn,o2,so4,udcpp
comm_35_400	complete	mro	Pseudaminobacter_manganicus_JH_7	dxyl,glyc3p,nac,nh4,o2,so4
comm_35_400	complete	mro	Nocardiopsis_kunsanensis_DSM_44524	asn__L,gln__L,no3,so4
comm_35_400	complete	mro	Desulforhopalus_singaporensis_DSM_12130	gly,h2s,o2,so4
comm_35_400	complete	mro	Pseudomonas_xinjiangensis_NRRL_B_51270	ala_B,fru,gly,o2,so4
comm_35_400	complete	mro	Filifactor_alocis_ATCC_35896	ade,arg__L,chor,glu__L,his__L,ile__L,indole,leu__L,lys__L,met__L,no3,o2,pnto__R,so4,uaagmda,val__L
comm_35_400	complete	mro	Alcanivorax_nanhaiticus_19_m_6	asn__L,etoh,nh4,o2,so4
comm_35_400	complete	mro	Chitinophaga_pinensis_DSM_2588	glyald,nh4,o2,so4
comm_35_400	complete	mro	Jannaschia_donghaensis_CECT_7802	ala__L,asn__L,nmn,o2,pnto__R,so3,so4
comm_35_400	complete	mro	Ramlibacter_tataouinensis_5_10	cit,nh4,o2,so4
comm_35_400	complete	mro	Sideroxydans_lithotrophicus_ES_1	cit,nh4,o2,so4
comm_35_400	complete	mro	Colwellia_aestuarii_KCTC_12480	cit,g3pe,o2,so4
comm_35_400	complete	mro	Photobacterium_profundum_SS9	cit,nh4,o2,so4
comm_35_400	complete	mro	Nocardioides_exalbidus_DSM_22017	cit,gln__L,met__L,no2,so4
comm_35_400	complete	mro	Pseudacidovorax_intermedius_NS331	dxyl,meoh,ncam,nh4,o2,pnto__R,so4
comm_35_400	complete	mro	Methylomonas_koyamae_R_45383	fum,nh4,o2,so4
comm_35_400	complete	mro	Sphingomonas_laterariae_LNB2	ala_B,asn__L,cit,for,no3,o2,so4
comm_35_400	complete	mro	Peptostreptococcus_stomatis_DSM_17678	ala__D,arg__L,h2s,his__L,id3acald,ile__L,leu__L,o2,pro__L,skm,thym,val__L
comm_35_401	complete	mip	ni	26dap__M,4abz,acald,arab__L,arg__L,asn__L,asp__L,bz,cellb,cgly,chols,chor,cit,cys__L,cytd,dad_2,for,fru,glc__D,gln__L,glyald,glyc,glyc3p,gthrd,gua,h2s,his__L,ile__L,leu__L,lys__L,met__L,nac,nmn,no2,no3,o2,phe__L,pnto__R,pro__L,pydxn,ribflv,rnam,ser__D,skm,so4,tartr__L,thm,thr__L,thym,trp__L,tyr__L,uaagmda,val__L
comm_35_401	complete	mip	i	26dap__M,arab__L,cellb,chols,cit,fru,glc__D,gln__L,glyald,glyc,glyc3p,nac,nmn,no2,no3,o2,ribflv,ser__D,so4,tartr__L,thm
comm_35_401	complete	mro	community	26dap__M,Larab,chols,cit,fru,gln__L,glyald,glycogen,nac,nmn,no,no2,no3,o2,ribflv,so4,tartr__L,thm,tre
comm_35_401	complete	mro	Mucilaginibacter_pedocola_TBZ30	for,glc__D,nh4,o2,so4
comm_35_401	complete	mro	Lactobacillus_koreensis_26_25	abt__L,ade,akg,arg__L,asp__L,cgly,chols,fol,his__L,ile__L,leu__L,met__L,nmn,phe__L,pro__L,ribflv,thr__L,trp__L,tyr__L,ura,val__L
comm_35_401	complete	mro	Rugamonas_rubra_ATCC_43154	glu__L,h2s,o2,pyr,so4
comm_35_401	complete	mro	Desulfobacca_acetoxidans_DSM_11109	cys__L,fum,met__L,no2,o2,so4,udcpdp
comm_35_401	complete	mro	Chryseobacterium_polytrichastri_DSM_26899	cit,no2,so4
comm_35_401	complete	mro	Actinomyces_neuii_subsp_neuii_DSM_8576	arab__L,cytd,gln__L,glyclt,gua,h2s,his__L,nac,o2,orn,pnto__R
comm_35_401	complete	mro	Marinobacter_persicus_IBRC_M_10445	asn__L,cit,o2,so4,tre
comm_35_401	complete	mro	Paenibacillus_barengoltzii_G22	arab__L,cit,nh4,o2,so4,udcpp
comm_35_401	complete	mro	Gordonia_kroppenstedtii_DSM_45133_NP8_5	cit,gln__L,glyald,o2,so4
comm_35_401	complete	mro	Lentzea_kentuckyensis_NRRL_B_24416	glyc,nh4,o2,so4
comm_35_401	complete	mro	Fictibacillus_macauensis_ZFHKF_1	arg__L,o2,so4,thr__L,udcpdp
comm_35_401	complete	mro	Parafilimonas_terrae_DSM_28286	cit,h2s,no2,o2,so4
comm_35_401	complete	mro	Lactobacillus_iners_DSM_13335	26dap__M,4abz,acald,arab__L,arg__L,asp__L,cit,gthrd,h2s,his__L,ile__L,leu__L,lys__L,met__L,nh4,o2,phe__L,pnto__R,pro__L,ribflv,rnam,ser__D,thr__L,thym,trp__L,tyr__L,val__L,xan
comm_35_401	complete	mro	Acinetobacter_celticus_ANC_4603	asn__L,cit,o2,so4
comm_35_401	complete	mro	Conexibacter_woesei_DSM_14684	acald,nh4,o2,so4
comm_35_401	complete	mro	Polynucleobacter_cosmopolitanus_MWH_MoIso2	asn__L,cit,o2,so4
comm_35_401	complete	mro	Terriglobus_roseus_GAS232	arab__L,cit,nh4,o2,skm,so4,thymd
comm_35_401	complete	mro	Bacteroides_fluxus_YIT_12057	o2,ser__D,so4
comm_35_401	complete	mro	Brevibacterium_sandarakinum_DSM_22082	cit,gln__L,h2s,o2,pro__L,so4
comm_35_401	complete	mro	Tropicibacter_multivorans_CECT_7557	asn__L,cit,glyc3p,o2,so4
comm_35_401	complete	mro	Sanguibacter_gelidistatuariae_ISLP_3	for,glyc3p,nh4,o2,so4
comm_35_401	complete	mro	Pacificimonas_flava_JLT2015	glyc,h2s,nh4,o2,so4
comm_35_401	complete	mro	Sphingobium_yanoikuyae_ATCC_51230	ala__D,o2,so4
comm_35_401	complete	mro	Chitinimonas_koreensis_DSM_17726	o2,ptrc,so4
