community	medium	key1	key2	data
comm_13_900	complete	mip	ni	3mb,acgam,amp,arg__L,asn__L,bz,cit,csn,fald,glc__D,h2s,ile__L,leu__L,met__L,nac,nmn,no,no3,o2,pnto__R,pro__L,ser__L,so4,thm,thym,udcpp,val__L,xyl__D
comm_13_900	complete	mip	i	3mb,acgam,cit,csn,glc__D,met__L,nac,nmn,no,no3,o2,ser__L,so4,thm,xyl__D
comm_13_900	complete	mro	community	3mb,acgam,cellb,cit,csn,met__L,nac,nmn,no,no3,o2,so4,thm
comm_13_900	complete	mro	Streptomyces_atroolivaceus_NRRL_ISP_5137	cellb,cit,nh4,so4
comm_13_900	complete	mro	Rheinheimera_texasensis_DSM_17496	cit,nh4,o2,so4
comm_13_900	complete	mro	Flavobacterium_gelidilacus_DSM_15343	3mb,arg__L,for,fum,o2,pro__L,so4,thm,val__L
comm_13_900	complete	mro	Planomicrobium_flavidum_S5_TSA_19	arg__L,met__L,nmn,o2,so4,udcpp
comm_13_900	complete	mro	Truepera_radiovictrix_DSM_17093	asn__L,glyald,nac,pnto__R,so4,thm
comm_13_900	complete	mro	Anaeroglobus_geminatus_F0357	amp,arg__L,csn,glc__D,h2s,ile__L,leu__L,nmn,no2,o2,pnto__R,ser__L,so4,val__L
comm_13_900	complete	mro	Alistipes_indistinctus_YIT_12060	acgam,h2s,o2,so4
comm_13_900	complete	mro	Hymenobacter_terrenus_MIMtkLc17	cit,nac,no,o2,so4,thm
comm_13_900	complete	mro	Micrococcus_lylae_NBRC_15355	asn__L,cit,met__L,nh4,o2,so4
comm_13_900	complete	mro	Bacteroides_coprocola_DSM_17136	acgam,adn,o2,so4
comm_13_900	complete	mro	Roseovarius_aestuarii_CECT_7745	asn__L,glyc,nac,no3,o2,so4
comm_13_900	complete	mro	Melaminivora_alkalimesophila_CY1	glyc3p,nh4,o2,so4
comm_13_900	complete	mro	Zimmermannella_faecalis_ATCC_13722_B187	asn__L,glyc3p,nmn,o2,pnto__R,so4,thm
comm_13_901	complete	mip	ni	3cmp,ala_B,amp,arab__L,arg__L,asn__L,asp__L,bz,cellb,cgly,cit,cmp,coa,csn,din,fol,for,fru,gln__L,glyald,gmp,his__L,ile__L,leu__L,lys__L,met__L,mmet,nh4,nmn,no2,no3,o2,phe__L,pro__L,progly,pydam,pydxn,ribflv,so4,succ,thm,thr__L,thym,trp__L,tyr__L,uaagmda,val__L
comm_13_901	complete	mip	i	3cmp,ala_B,cellb,cit,coa,csn,din,gln__L,gmp,met__L,mmet,nmn,no3,o2,progly,pydam,pydxn,ribflv,so4,thm
comm_13_901	complete	mro	community	23ccmp,ala_B,cit,coa,csn,fru,gln__L,gmp,hxan,met__L,mmet,nmn,no,o2,progly,pydam,pydxn,ribflv,so4,thm,xylu__L
comm_13_901	complete	mro	Segetibacter_koreensis_DSM_18137	adn,cit,o2,so4
comm_13_901	complete	mro	Brevibacterium_mcbrellneri_ATCC_49030	3cmp,asn__L,gln__L,glyc,nmn,o2,so4,thm
comm_13_901	complete	mro	Tardiphaga_robiniae_Vaf_07	csn,fum,nh4,o2,so4
